,sheep_grains_beef_and_dairy_cattle,poultry_and_other_livestock,other_agriculture,aquaculture,forestry_and_logging,fishing_hunting_and_trapping,agriculture_forestry_and_fishing_support_services,coal_mining,oil_and_gas_extraction,iron_ore_mining,non-ferrous_metal_ore_mining,non-metallic_mineral_mining,exploration_and_mining_support_services,meat_and_meat_product_manufacturing,processed_seafood_manufacturing,dairy_product_manufacturing,fruit_and_vegetable_product_manufacturing,oils_and_fats_manufacturing,grain_mill_and_cereal_product_manufacturing,bakery_product_manufacturing,sugar_and_confectionery_manufacturing,other_food_product_manufacturing,soft_drinks_cordials_and_syrup_manufacturing,beer_manufacturing,wine_spirits_and_tobacco,textile_manufacturing,tanned_leather_dressed_fur_and_leather_product_manufacturing,textile_product_manufacturing,knitted_product_manufacturing,clothing_manufacturing,footwear_manufacturing,sawmill_product_manufacturing,other_wood_product_manufacturing,pulp_paper_and_paperboard_manufacturing,paper_stationery_and_other_converted_paper_product_manufacturing,printing_(including_the_reproduction_of_recorded_media),petroleum_and_coal_product_manufacturing,human_pharmaceutical_and_medicinal_product_manufacturing,veterinary_pharmaceutical_and_medicinal_product_manufacturing,basic_chemical_manufacturing,cleaning_compounds_and_toiletry_preparation_manufacturing,polymer_product_manufacturing,natural_rubber_product_manufacturing,glass_and_glass_product_manufacturing,ceramic_product_manufacturing,cement_lime_and_ready-mixed_concrete_manufacturing,plaster_and_concrete_product_manufacturing,other_non-metallic_mineral_product_manufacturing,iron_and_steel_manufacturing,basic_non-ferrous_metal_manufacturing,forged_iron_and_steel_product_manufacturing,structural_metal_product_manufacturing,metal_containers_and_other_sheet_metal_product_manufacturing,other_fabricated_metal_product_manufacturing,motor_vehicles_and_parts;_other_transport_equipment_manufacturing,ships_and_boat_manufacturing,railway_rolling_stock_manufacturing,aircraft_manufacturing,professional_scientific_computer_and_electronic_equipment_manufacturing,electrical_equipment_manufacturing,domestic_appliance_manufacturing,specialised_and_other_machinery_and_equipment_manufacturing,furniture_manufacturing,other_manufactured_products,electricity_generation,electricity_transmission_distribution_on_selling_and_electricity_market_operation,gas_supply,water_supply_sewerage_and_drainage_services,waste_collection_treatment_and_disposal_services,residential_building_construction,non_residential_building_construction,heavy_and_civil_engineering_construction,construction_services,wholesale_trade,retail_trade,accommodation,food_and_beverage_services,road_transport,rail_transport,water_pipeline_and_other_transport,air_and_space_transport,postal_and_courier_pick-up_and_delivery_service,transport_support_services_and_storage,publishing_(except_internet_and_music_publishing),motion_picture_and_sound_recording,broadcasting_(except_internet),internet_service_providers_internet_publishing_and_broadcasting_websearch_portals_and_data_processing,telecommunication_services,library_and_other_information_services,finance,insurance_and_superannuation_funds,auxiliary_finance_and_insurance_services,rental_and_hiring_services_(except_real_estate),imputed_rent_for_owner-occupiers,actual_rent_for_housing,non-residential_property_operators_and_real_estate_services,professional_scientific_and_technical_services,computer_systems_design_and_related_services,employment_travel_agency_and_other_administrative_services,building_cleaning_pest_control_and_other_support_services,public_administration_and_regulatory_services,defence,public_order_and_safety,primary_and_secondary_education_services_(including_pre-schools_and_special_schools),technical_vocational_and_tertiary_education_services_(including_undergraduate_and_postgraduate),arts_sports_adult_and_other_education_services_(including_community_education),health_care_services,residential_care_and_social_assistance_services,heritage_creative_and_performing_arts,sports_and_recreation,gambling,automotive_repair_and_maintenance,other_repair_and_maintenance,personal_services,other_services,Total Industry Uses,Households ; Final Consumption Expenditure,General Government ; Final Consumption Expenditure,Private ; Gross Fixed Capital Formation,Public Corporations ; Gross Fixed Capital Formation,General Government ; Gross Fixed Capial Formation,Changes in Inventories,Exports of Goods and Services,Final Uses (Q1 to Q7),Total Supply
veterinary_pharmaceutical_and_medicinal_product_manufacturing,127.1385,8.2296,3.7135,0.2325,0.0141,0.1197,0.5557,1.1026,1.0696,0.8721,1.6689,0.118,3.1305,0.1401,0.0136,0.1455,0.1607,0.0287,0.0993,0.1124,0.1435,0.3039,0.0618,0.0176,0.065,0.0024,0.0048,0.0581,0.0001,0.0096,0.0059,0.0421,0.1666,0.0331,0.1359,0.1462,0.1992,16.3289,31.8352,0.6226,2.6824,0.2367,0.033,0.0532,0.017,0.1407,0.0479,0.0111,0.2519,0.0245,0.0148,0.4825,0.0508,0.1565,0.2262,0.3318,0.089,0.2779,0.2462,0.2196,0.0314,0.5606,0.0844,0.0203,0.236,0.4733,0.0855,0.1364,0.135,1.5793,1.6146,3.3054,3.9577,2.1158,1.7487,0.2154,0.9393,0.6181,0.1201,0.8901,0.1238,0.2462,1.6287,0.607,1.1054,0.0442,0.0189,2.673,0.0048,0.6717,0.5373,0.5171,0.7065,0.0246,0.0072,1.8985,10.2076,2.7305,1.7261,2.6609,3.9348,0.2935,0.6586,5.4843,7.9428,0.4132,5.3938,8.9154,1.5707,99.8558,1.6677,0.7911,1.6811,1.9585,0.0767,392.0875,26.016,5.6101,30.6601,0.3469,7.2026,7.2415,558.8353,635.9125,1028
basic_chemical_manufacturing,1378.976,51.7887,738.1197,2.9123,0.4617,1.9124,77.3191,310.6383,50.9046,114.8132,609.4024,48.3817,58.8283,12.8851,0.5003,11.4931,3.8834,1.6391,5.7119,4.4701,12.9214,13.0911,7.9243,2.2888,4.3409,0.1082,0.3195,10.8086,0.0464,0.4029,0.2817,3.6846,67.7349,10.7197,50.8302,17.9826,89.324,308.4677,1.5383,1545.7051,66.4568,1313.6926,4.5496,23.411,1.3635,11.586,21.4676,21.9373,27.7692,13.2018,0.6707,22.9215,5.2325,24.1849,24.5489,47.9523,18.6521,18.2505,41.4649,106.8708,12.608,59.7231,9.3097,11.3701,9.4038,15.1031,1.6785,56.9155,39.0131,124.6195,159.8748,192.3962,1462.404,113.8296,49.7198,9.5656,20.8384,25.1143,6.483,1.3595,2.8138,10.4661,22.1202,10.83,18.1167,0.6705,4.0905,30.2963,0.1913,6.3589,2.9561,5.6948,36.2267,5.8678,1.8057,27.7353,154.2459,16.5555,16.4991,60.8806,54.0046,75.5045,41.7574,30.312,35.0844,3.3986,205.4797,325.9393,8.3097,40.8658,53.4851,28.5608,42.287,47.8695,1.8408,11260.1978,1643.5659,42.6716,689.9663,9.4736,151.1102,413.9482,7079.0664,10029.8022,21290
cleaning_compounds_and_toiletry_preparation_manufacturing,14.2637,0.913,3.0935,1.4718,0.2437,0.7239,2.7251,14.9527,11.7118,4.5169,15.9161,1.2783,2.3839,17.0848,0.3835,7.2133,6.1728,0.9391,4.7535,11.1308,4.9293,11.4533,5.5797,0.5746,2.4958,0.0435,0.1068,0.9096,0.0011,0.1528,0.1094,1.3229,2.5407,0.971,1.9952,1.6951,5.2546,6.232,0.1606,42.7104,17.5292,29.7697,3.8222,2.3704,0.9001,4.1011,1.5624,0.7389,2.8972,0.9202,0.158,3.1117,0.5255,2.533,2.3074,1.0977,0.7414,1.2376,3.4844,2.0308,0.453,7.5304,1.4467,0.4764,4.3827,3.759,0.2047,11.3019,4.2907,17.9327,20.1094,9.2115,61.305,100.7436,59.623,17.2891,39.9941,9.3619,7.1719,0.2533,1.0953,2.1085,4.2201,1.5248,0.7884,1.714,0.7112,4.0167,0.0178,1.7493,1.0311,1.0375,21.7253,0.6872,0.2082,12.9408,43.366,2.3424,19.6054,46.7523,5.7729,15.802,6.8141,18.1822,22.2947,1.655,49.4439,75.9644,0.7209,5.3532,2.6426,10.4378,9.3181,38.0345,1.3967,1101.2658,2018.5097,29.3863,155.4274,2.3958,36.2752,114.9193,1249.8205,3606.7342,4708
polymer_product_manufacturing,23.7183,3.6056,41.759,10.9891,0.5865,7.7559,7.584,43.5692,50.196,16.3556,68.9625,4.2623,13.0166,28.631,1.1325,137.0675,15.9486,7.4283,27.4364,25.5813,50.9586,43.4819,132.3296,8.6029,15.1967,0.0815,0.1799,25.0118,0.0062,0.6267,0.3494,4.29,135.3626,10.9181,113.1138,95.4875,42.6923,156.62,1.7161,250.287,73.245,541.115,1.9682,20.4651,3.2106,15.935,14.9745,9.9433,14.7796,2.3331,0.6525,80.7456,10.9886,32.774,84.1223,33.5257,29.1382,50.7775,75.4421,42.6885,14.9927,67.8882,85.2255,53.5695,6.9621,13.4334,2.4332,79.6307,13.5263,750.8163,371.7122,569.964,3424.2733,402.4279,259.531,30.1448,37.3067,71.9522,5.1931,13.484,20.2559,86.2088,11.8007,17.6545,4.323,0.8292,3.044,9.8051,0.3017,3.8061,2.2856,1.9639,9.7071,167.4059,52.594,16.0119,77.2943,8.5653,18.6085,22.3762,65.3083,90.9416,13.8726,36.4157,52.066,5.6926,167.3217,97.4736,6.5846,8.4294,7.1568,251.1369,174.6877,40.5851,1.6615,10590.3667,1682.0587,0.0232,888.3228,19.8087,90.2433,195.7984,1457.3781,4333.6333,14924
natural_rubber_product_manufacturing,5.183,0.2046,2.0283,3.6606,0.0521,1.9311,1.0509,32.0284,29.0994,11.9218,72.9248,2.4497,6.324,0.917,0.122,0.767,0.3591,0.2829,0.4056,0.9335,0.4393,1.4442,0.2153,0.0623,0.2851,0.0084,0.0151,1.083,0.0002,0.0706,0.1781,0.5868,3.0037,0.8767,2.1403,1.2457,5.8672,0.5789,0.0134,1.774,0.1195,8.4639,3.353,0.2046,0.0679,3.752,0.2997,0.04,1.2272,0.0281,0.0387,2.1455,1.3701,1.4473,11.9173,3.1629,3.2973,3.0642,2.029,0.5266,1.4008,22.7,0.5414,0.3592,10.0027,16.5645,1.0895,3.637,11.9618,10.411,15.7818,14.8496,35.5307,77.4642,16.3831,3.1484,1.793,4.7232,1.4813,0.6729,0.7581,7.589,12.8205,1.2806,0.0997,0.2114,3.987,13.2443,0.0035,4.9769,0.2151,0.7232,1.7998,0.4261,0.1333,3.0952,23.2263,1.5544,5.026,14.2922,1.1093,4.9437,6.2771,3.805,4.0195,0.483,28.2608,14.8246,0.4607,0.5742,0.5211,7.5495,41.2775,1.5329,0.4573,701.1438,21.5502,0,70.3526,0.4161,4.519,124.0658,128.9524,349.8562,1051
glass_and_glass_product_manufacturing,8.2983,1.3789,21.681,0.8219,0.052,0.8225,2.2325,5.8484,1.5934,5.4361,8.0234,0.59,13.315,1.0204,0.2118,0.6983,75.0674,5.0232,7.6855,0.6998,6.0688,67.3116,144.8999,30.0161,125.519,0.01,0.0302,0.3048,0.0007,0.0303,0.0186,1.8332,66.212,0.2287,2.322,2.5702,0.4126,54.4782,0.4888,48.2263,22.7655,4.2395,0.084,39.1166,2.3202,5.0911,5.8366,3.7367,1.5087,0.3591,0.425,289.9854,1.4095,2.8765,21.8073,6.9259,30.2143,22.7327,3.5428,4.1402,4.3348,15.6622,21.9905,0.5876,1.2176,2.6862,0.5451,1.6502,0.7035,567.6588,265.1339,116.0824,924.3619,203.4876,34.8336,5.5799,9.6504,1.5522,0.1651,9.1547,14.6534,0.6086,4.973,1.8827,0.1549,0.2933,0.2654,5.7822,0.007,0.4629,0.2516,0.4883,6.0263,1.216,0.3238,5.588,52.3551,10.4385,10.1664,1.907,21.5114,9.5839,1.0565,10.7211,13.4103,1.178,16.4289,5.4785,0.4401,1.726,1.79,69.2965,54.329,5.676,0.6062,3698.7145,402.8992,0.0106,38.6797,0.4467,7.2513,113.1899,135.8081,698.2855,4397
ceramic_product_manufacturing,2.4585,0.3595,4.1152,0.2566,0.0632,0.1986,0.8163,1.8131,0.8517,1.5063,2.8516,0.2448,2.255,0.6847,0.0623,0.5427,0.4705,0.1404,0.4155,0.4473,0.3595,0.7816,0.2637,0.1033,0.2395,0.0112,0.0266,0.2168,0.0003,0.04,0.0261,0.2983,0.5992,0.1087,0.3404,0.5856,0.1714,0.3535,0.0267,0.6021,0.1264,0.4006,0.038,0.3831,0.585,1.6405,0.1808,0.1076,0.425,3.5312,0.0489,8.2396,0.2755,6.1556,0.755,0.6036,0.1563,0.5138,0.7047,0.3937,0.8361,2.0608,0.3906,1.2725,0.4248,0.739,0.1125,0.7989,0.3127,223.0494,16.9005,45.116,670.6181,2.2115,1.9956,12.9143,33.1342,1.2167,0.1968,1.6247,2.7597,0.3978,0.9151,0.4883,0.1185,0.1167,0.1002,1.3217,0.0036,0.2483,0.2309,0.2509,0.3926,4.1045,1.264,0.8983,13.7143,1.8695,1.9499,0.3806,3.8142,1.1267,0.3022,11.5688,15.2112,0.494,32.3392,102.9118,0.1188,0.7327,0.5241,1.7706,1.2286,0.7509,0.1111,1271.4292,242.6301,0.0085,22.0334,0.4209,3.9107,78.8615,54.7058,402.5708,1674
cement_lime_and_ready-mixed_concrete_manufacturing,11.0584,1.4313,15.869,0.9811,0.3105,0.7431,3.212,18.2781,7.6368,17.7921,54.4677,2.1434,20.2766,2.902,0.2181,1.9719,1.5694,0.4598,1.586,1.5214,1.294,2.6446,1.056,0.4142,0.9043,0.0387,0.1049,0.6928,0.0043,0.1241,0.0795,2.3873,3.2491,0.4259,1.3758,2.2147,3.2169,1.3783,0.0849,17.351,0.487,3.1511,0.143,9.66,9.6876,607.4542,90.5543,10.3857,36.8895,2.1625,0.8992,12.3866,1.0457,4.3966,1.9592,1.9054,0.4943,1.1996,2.9111,1.3508,0.4745,4.6865,1.1082,0.3633,19.5793,28.7396,2.3993,99.7964,22.2986,1831.6252,2290.4046,702.4146,3866.3132,7.4005,6.783,1.128,7.0173,4.5322,0.565,6.3112,10.5098,1.3649,4.11,2.0421,0.4082,0.3709,1.6547,4.9758,0.0143,1.0593,0.7772,1.9297,3.5432,12.2213,3.2311,4.3661,49.5399,8.7388,8.8488,1.7178,16.0886,4.933,1.3895,3.8324,4.1647,0.4152,15.0308,6.0194,0.4436,4.3558,1.8998,5.3808,13.417,4.5873,0.3915,10110.3072,92.7558,0.8965,94.6802,1.5864,20.087,-216.0097,163.6966,157.6928,10268
plaster_and_concrete_product_manufacturing,13.2267,2.2488,33.539,1.3723,0.097,1.3104,3.6001,8.1904,2.65,8.3319,14.3476,0.7817,18.2278,2.0595,0.1234,1.3367,0.9296,0.2358,1.1008,0.9527,0.7716,1.6034,3.9356,1.233,1.6518,0.0195,0.065,0.4683,0.0011,0.0575,0.0338,1.0344,8.9423,0.3703,1.8651,3.9848,0.541,1.7112,0.0702,1.728,0.2877,2.098,0.1312,1.0053,1.13,2.7102,8.3726,1.3167,2.9703,0.7972,0.3119,22.6076,1.5465,3.6975,1.5536,2.7612,0.5419,1.2997,2.5978,1.891,0.3227,5.7139,0.8092,0.334,7.8013,8.8007,0.8759,2.2095,1.0186,505.3387,480.8539,237.4175,2107.8537,6.6544,5.4025,0.5803,3.1467,2.4832,0.3404,14.1312,22.729,1.8449,6.8191,2.5963,0.2277,0.4483,1.0228,7.0775,0.0106,0.5058,0.4514,0.3573,0.573,2.3065,0.6484,5.932,70.4978,14.9054,15.1481,1.6953,29.9003,5.885,0.9243,4.214,5.1408,0.4621,14.5825,4.7426,0.2438,3.4983,2.8155,4.9742,16.4708,3.9399,0.4988,3850.5562,55.2259,0,84.4323,1.3204,10.7398,22.029,63.6964,237.4438,4088
other_non-metallic_mineral_product_manufacturing,6.072,1.1629,16.0686,0.6341,0.0232,0.6475,1.6506,5.7954,3.7552,2.4694,10.6242,0.6221,2.8478,1.7444,0.0793,0.6713,0.4083,0.1042,0.673,0.4419,0.2997,0.7223,0.4623,0.2411,0.5239,0.0087,0.0528,0.1883,0.0001,0.0044,0.0042,1.0807,1.8045,0.2,0.8656,1.9331,0.677,0.6805,0.525,3.9126,0.2864,8.8731,0.0182,39.815,82.7969,19.3779,48.3963,45.4335,3.1604,0.8904,0.1546,6.9105,1.5828,6.0763,0.8666,1.5723,0.3072,0.1639,1.3161,0.4974,0.187,2.3241,3.0271,0.7047,3.0813,5.419,0.4272,2.9426,5.1215,330.9973,208.5934,220.5956,784.4889,2.5554,2.4251,0.2785,1.3719,0.4894,0.3304,7.3283,11.7548,0.4174,0.451,0.5154,0.0652,0.2091,0.7802,0.9646,0.0282,0.4604,0.3559,0.6671,0.325,0.5682,0.1748,1.0787,16.6552,2.8357,4.9647,0.68,5.9486,5.1009,1.2483,1.8935,2.0639,0.2273,3.4551,1.1294,0.3942,1.2415,1.2574,1.7246,3.9693,77.6827,0.2744,2073.4299,14.5439,0.0084,15.7881,0.2542,4.0563,26.9544,121.9648,183.5701,2257
iron_and_steel_manufacturing,15.7064,1.8018,7.5472,2.0564,0.5175,1.1114,4.6429,132.9642,98.8588,30.452,141.9175,6.9442,102.4577,7.8665,0.6016,5.5591,4.2778,1.2428,4.352,4.3642,3.9346,7.1774,2.0007,1.0263,1.9368,0.1137,0.2836,3.9676,0.014,0.3644,0.2669,3.8032,34.394,1.4447,5.5884,3.2329,81.6878,7.7375,0.2778,19.4489,2.1607,15.6222,1.3722,2.5836,0.6333,23.5294,50.4354,12.5795,1106.4439,10.5967,152.9997,2242.8516,460.2889,771.8391,185.2257,140.9351,77.3262,262.5948,119.9117,74.796,39.1193,432.6923,123.2504,19.0028,9.2538,19.1498,4.7156,19.6023,13.1133,1111.9966,407.3073,483.5782,4467.2068,35.9235,32.1158,3.5873,20.6625,11.7308,34.493,0.8665,3.082,4.4889,8.4825,4.8441,2.1316,0.6166,1.833,46.9618,0.0495,2.8524,1.607,8.5338,5.0086,14.4022,4.8122,15.2164,109.4365,17.4577,16.2433,4.545,30.6754,26.3266,10.3395,22.4757,28.2138,3.2668,36.2387,22.4544,3.1557,5.4955,3.9844,20.4027,145.5465,8.27,1.0781,14398.5657,285.9552,112.5091,99.6681,3.1992,16.6376,132.3414,1531.1237,2181.4343,16580
basic_non-ferrous_metal_manufacturing,24.6001,2.1853,13.3961,2.2414,0.3556,0.516,4.2789,40.8616,36.7734,29.552,128.7332,5.5131,83.0856,7.582,0.5458,14.6849,3.1609,1.2158,3.6024,4.036,8.4627,6.0452,1.6048,1.0205,2.4099,0.1272,0.2162,4.1778,0.0492,0.3854,0.478,5.1103,18.7053,2.2555,20.1737,4.6504,14.0794,10.1256,0.2235,11.9606,2.8868,36.2066,1.6652,2.7748,0.7291,13.1295,4.841,3.2878,480.7549,249.8712,25.0818,186.2522,39.3642,340.7658,13.142,39.8144,5.9719,11.3765,30.5772,53.6462,25.8171,89.697,44.2406,232.9543,9.9916,20.7703,1.5668,20.2197,30.195,77.4107,79.8096,103.8636,173.638,131.6917,38.4871,7.692,24.9985,12.8907,11.8209,2.1416,4.0719,14.7388,41.3925,9.1415,1.4429,0.7924,9.0124,91.032,0.0322,12.4244,1.3262,12.2818,10.4168,13.8924,4.1831,32.9841,202.4647,33.0605,30.5998,15.5101,56.4808,27.2094,8.8951,18.6359,23.8397,2.2103,48.689,53.4318,1.2736,9.6532,9.6964,9.2215,32.8601,7.8577,1.0597,4053.0322,266.3731,158.4291,1585.525,27.7391,94.3346,-124.4978,48440.0647,50447.9678,54501
forged_iron_and_steel_product_manufacturing,2.1845,0.2706,0.8826,0.9232,0.1222,0.3618,0.9836,47.7595,21.8685,9.5439,54.6167,1.5532,31.0168,0.7012,0.0912,0.9796,0.7522,0.2693,0.5577,0.7752,0.7406,1.2966,0.5157,0.17,0.3861,0.0184,0.0319,0.3505,0.0004,0.0752,0.0497,0.2764,1.3047,0.1822,0.3834,0.339,0.262,0.4595,0.0464,1.5831,0.404,1.1455,0.0826,0.4303,0.1224,0.755,17.1731,0.2092,18.5543,0.1542,0.2693,125.0876,5.1621,17.9142,9.4127,15.8869,109.4725,0.7263,5.0247,10.2271,1.6102,72.7915,7.0542,1.8828,4.9237,10.6072,1.9731,3.3757,0.4893,10.1152,11.9656,15.4148,50.0537,14.0177,13.1227,0.5427,4.3869,2.2062,8.278,0.9267,0.3855,3.0615,0.2388,0.3618,0.2248,0.1193,0.1188,1.0515,0.0061,0.2142,0.1333,0.2992,0.3999,0.1614,0.0495,2.7374,9.3121,0.4553,0.8967,0.7231,0.9612,2.5371,1.1512,1.9242,2.2367,0.2548,7.1699,3.3097,0.2532,1.1762,0.8675,9.2492,27.8613,1.0829,0.407,840.0295,54.6858,0,56.4026,1.2932,4.9047,68.9047,87.7794,273.9705,1114
structural_metal_product_manufacturing,42.995,5.6137,16.3575,20.4252,0.7112,18.7464,12.6517,636.4591,261.4059,339.0396,1044.508,105.3649,193.3446,12.5629,0.9487,8.7263,5.6084,2.2022,10.3479,7.1793,4.9383,10.6926,41.9225,24.6508,4.4509,0.1408,0.3866,6.5505,0.0054,0.522,0.405,7.4975,25.9063,76.6435,6.9357,4.6318,20.7619,7.5422,0.2789,22.0426,2.819,114.2157,0.7772,116.1216,1.3306,147.0937,525.4359,123.8606,88.5664,5.2514,10.2189,703.604,21.2351,134.049,35.5199,36.132,210.0248,20.2329,53.7053,119.2318,12.696,458.6392,50.5341,34.0715,29.3123,56.0669,5.4633,90.5009,8.2866,4448.4847,1478.4659,1235.6901,4332.5088,155.2953,260.5083,7.8972,55.2922,26.8204,328.9801,3.6587,6.8643,123.8956,56.9642,12.645,9.0179,2.1758,12.3668,69.9646,0.0846,15.8765,6.1426,10.7882,29.2999,31.9869,9.7228,50.2759,215.3844,41.4633,31.6848,32.8053,48.188,80.9332,12.412,167.641,211.2853,29.5905,94.3194,50.8407,19.8507,24.3078,7.5205,45.2175,194.0082,18.9806,1.3036,20336.5109,370.9662,1.0811,938.0968,22.5444,87.6242,90.9941,853.1823,2364.4891,22701
metal_containers_and_other_sheet_metal_product_manufacturing,10.593,0.5967,2.5774,4.0821,0.1363,1.9071,2.3963,60.1782,46.6898,19.2589,143.2171,4.1956,15.9131,3.032,0.3901,18.667,6.2363,0.6767,4.6985,1.4998,2.0302,9.5501,145.1109,37.4079,19.1335,0.0232,0.0546,1.48,0.0011,0.0734,0.0792,1.0568,11.7982,0.4867,2.6782,0.9895,14.0522,9.9748,0.0455,45.8,1.2814,52.5248,0.1132,0.7687,0.2593,4.4235,4.033,3.3637,13.4001,0.723,0.1486,65.788,51.8924,34.5007,116.1117,8.8126,5.6724,2.4212,9.4229,6.2227,11.8151,224.3242,8.491,5.1439,5.5466,9.6731,5.2625,12.1343,1.6607,414.2731,195.7581,169.474,410.0148,41.3644,81.0596,5.0426,10.6718,41.5785,11.8064,13.1016,1.2355,48.964,14.2364,2.4197,1.3222,0.2285,2.5471,14.6788,0.0272,5.0909,2.1844,1.2988,2.5128,37.5191,11.7416,11.6434,56.7602,8.4982,10.8054,8.634,12.1346,16.1377,3.1172,8.2073,9.4237,1.1658,37.0755,13.3672,1.7412,6.3501,6.1793,19.2347,45.857,9.8089,0.4511,3141.4479,127.7588,0.0627,1527.9452,127.1809,296.6691,-96.871,258.8063,2241.5521,5383
other_fabricated_metal_product_manufacturing,38.5,4.4791,18.394,11.832,1.3118,11.4353,13.5725,184.9816,118.4429,39.6504,177.3692,11.3613,33.7111,11.3432,1.1331,11.258,8.3773,2.8476,7.8689,8.7773,9.2179,15.6574,18.883,6.254,6.1718,0.2872,0.4372,10.4204,0.0052,0.7673,0.5511,9.7143,116.1451,7.0759,10.0696,6.6013,6.9424,13.8549,0.509,103.6971,6.8741,87.0833,1.3623,4.8851,11.7272,9.3803,27.1277,15.541,83.69,13.2007,5.9966,495.3705,245.2053,357.0252,107.4799,102.5587,25.179,39.0345,59.629,52.2779,19.0742,187.1776,88.5867,16.5825,19.9813,37.57,3.8452,166.3118,25.0146,670.5559,208.1981,305.1565,1349.0028,111.7476,141.2183,10.9764,46.9027,35.369,11.6678,2.0627,6.9326,18.7037,7.4112,5.5356,14.0698,1.5356,1.5435,22.9896,0.4073,3.8341,2.3312,3.936,8.3487,36.1807,11.5672,16.9792,92.2211,12.6368,10.1751,9.7703,51.6927,184.6151,25.8969,34.535,41.5222,3.3803,94.5678,63.2809,12.7012,26.4239,26.5994,60.1472,107.5992,36.3507,5.8447,7329.8053,1231.7982,0.1299,422.0234,18.8625,74.4836,139.7619,1162.1352,3049.1947,10379
motor_vehicles_and_parts;_other_transport_equipment_manufacturing,21.5213,2.6368,19.7657,2.8452,0.9195,1.8388,8.7892,19.8301,10.8681,12.1034,38.5,2.8302,12.2115,6.8102,0.761,6.9639,6.1437,2.0242,4.9818,5.9713,5.1856,10.3145,3.3572,1.1309,2.3793,0.1506,0.2819,2.9001,0.0042,0.6117,0.3989,2.1037,6.116,1.5375,3.4972,4.3003,3.7857,3.715,0.3745,7.8329,1.825,4.4418,0.4937,4.1254,0.7344,3.3065,1.7397,0.7273,6.3501,1.3903,0.6917,12.6875,2.4749,8.389,69.4246,9.5051,4.1704,5.042,15.3832,11.2584,3.4813,33.8454,4.3342,1.3875,4.4227,6.1705,1.0581,4.6342,5.7238,54.7012,57.0494,69.573,182.3445,87.2045,89.7432,6.7329,62.4387,100.6057,12.9592,7.333,14.4098,15.844,25.9816,8.1827,2.7411,2.5537,4.9079,25.4787,0.0629,4.9087,7.5847,18.3186,26.5455,2.0196,0.6108,22.9219,111.8881,25.4452,39.2879,15.6457,24.5179,685.5805,8.7192,24.3776,29.4564,4.8954,61.2118,32.4831,3.0775,12.1781,7.1343,639.2801,31.8867,8.1077,1.2845,3157.7275,9281.3591,8.8895,-1553.1324,141.424,408.9067,92.9676,1740.8581,10121.2725,13279
ships_and_boat_manufacturing,1.4397,0.0579,0.5537,46.0005,0.0139,75.0546,5.801,8.2334,3.265,9.031,29.7969,0.938,44.8952,1.4246,0.0403,1.6467,0.6517,0.1365,0.9338,0.9978,0.8622,1.2043,0.6922,0.2355,0.9443,0.0165,0.0273,0.4457,0.0049,0.0632,0.0201,0.2745,1.0894,0.4788,1.4391,1.0589,2.3106,2.8293,0.0148,1.0032,0.3555,1.8624,0.2226,0.8238,0.3381,2.8297,0.505,0.0709,2.7133,0.0417,0.2387,4.8552,0.5639,1.1715,1.1199,25.8358,1.8938,6.0011,1.3308,7.7558,0.2015,13.6655,0.2781,0.1725,1.5423,1.7208,0.2639,1.2675,2.7915,9.0277,24.5029,74.9444,40.1652,80.364,67.2102,1.6417,32.554,8.247,2.8366,264.2474,2.9907,6.6402,151.9805,10.9335,1.272,1.4713,1.8082,41.1922,0.0276,0.9643,4.0768,10.0534,24.0287,0.6065,0.1684,39.9096,264.6285,49.3777,20.6424,14.2584,20.6199,617.3996,5.7685,6.7169,6.5315,2.6961,11.3551,8.4628,1.4853,5.15,2.576,2.9908,3.8611,1.8588,0.2799,2278.8851,601.4969,1.1479,1021.6624,83.2568,2439.8424,-16.4488,746.1574,4877.1149,7156
railway_rolling_stock_manufacturing,1.8617,0.1894,1.5847,0.2016,0.0342,0.038,0.4714,219.7503,12.0795,111.5575,27.6954,0.7685,16.3706,1.8833,0.0449,1.2471,0.5712,0.2579,0.739,0.8208,0.8426,1.2336,0.5647,0.2579,0.6449,0.0085,0.0208,0.2475,0.0008,0.0472,0.023,0.4137,1.0342,0.6375,1.3973,1.1483,3.926,2.4242,0.0335,2.2706,0.4054,1.977,0.2396,0.7645,0.2228,1.7211,0.4479,0.0721,1.0563,2.7252,0.3504,4.9804,0.7349,5.4515,1.7252,2.5492,647.9515,2.65,5.4093,1.4031,0.2672,3.6506,0.347,0.1138,0.7719,1.5008,0.1399,0.335,4.3161,12.9899,11.5923,114.3229,42.0015,100.5303,104.6484,3.165,61.6111,15.2679,820.6017,9.3449,3.4535,12.2433,49.0217,7.5989,2.3515,2.4635,3.2953,40.9983,0.0355,1.3713,7.2081,19.9199,44.2822,1.8851,0.5666,32.7896,89.0447,24.6935,30.0519,19.0153,22.7682,2.8853,7.5881,10.2856,8.9297,4.6543,15.4537,13.653,2.5034,6.6422,3.5232,2.4649,2.1098,2.9274,0.5312,2904.9097,26.4469,48.1555,1402.1776,7.2676,45.5364,-35.9503,69.4566,1563.0903,4468
